0	1767	0	9239
1	1031	1767	0
2	0	0	1574
3	0	0	3406
4	0	0	1670
5	0	0	0
6	0	0	0
7	0	0	1767
8	0	0	0
9	0	0	6502
10	0	0	2066
11	0	0	752
12	0	0	4928
13	0	0	0
14	0	0	0
15	0	0	0
16	0	0	0
17	0	0	0
18	0	0	0
19	1135	0	5311
20	0	0	725
21	0	0	0
22	1454	0	1489
23	0	0	0
24	0	0	962
25	0	0	0
26	0	0	2447
27	0	0	0
28	0	329	1434
29	0	0	0
30	0	1135	0
31	220	0	0
32	0	0	0
33	0	0	754
34	3145	0	1148
35	0	3145	1835
36	0	3416	3002
37	0	0	0
38	0	0	5348
39	0	0	0
40	0	0	623
41	0	0	0
42	0	0	0
43	0	0	0
44	0	0	0
45	0	0	0
46	0	2447	0
47	0	0	0
48	0	1933	0
49	0	0	0
50	0	0	673
51	0	509	0
52	1014	0	0
53	0	0	0
54	0	0	2396
55	0	0	3145
56	0	0	473
57	0	0	220
58	0	0	2435
59	0	0	0
60	509	0	0
61	1057	0	0
62	0	0	1135
63	0	962	0
64	0	452	0
65	0	1016	1014
66	0	725	2123
67	0	0	0
68	0	1123	0
69	0	0	0
70	0	0	509
71	0	0	0
72	0	0	0
73	0	1454	0
74	0	0	0
75	0	0	0
76	0	0	0
77	0	0	0
78	3674	0	0
79	0	0	0
80	0	0	1275
81	0	0	0
82	0	640	0
83	0	574	969
84	0	0	0
85	0	1768	0
86	0	0	0
87	0	2435	0
88	0	0	3178
89	0	3178	0
90	0	0	1031
91	0	0	0
92	0	2123	0
93	0	2893	6564
94	109	2583	826
95	1602	1316	0
96	0	0	1507
97	0	3160	813
98	0	0	0
99	3533	0	1701
100	1238	0	452
101	2447	959	0
102	0	0	0
103	2385	3002	3222
104	0	0	0
105	0	0	0
106	0	0	0
107	0	3303	1366
108	4240	0	1374
109	2123	0	0
110	0	0	0
111	0	0	0
112	279	1074	640
113	0	1931	0
114	574	1773	0
115	3178	1275	854
116	0	1835	0
117	0	0	0
118	1560	4435	965
119	0	3222	4035
120	0	0	1454
121	1773	969	2202
122	0	2798	1573
123	0	2926	0
124	0	1549	1217
125	0	0	0
126	969	2489	994
127	2413	854	0
128	0	754	2777
129	0	2199	2281
130	0	4035	2307
131	0	2883	0
132	2435	0	3149
133	881	0	0
134	0	0	1102
135	1768	0	0
136	1173	1499	0
137	1019	0	0
138	0	0	1499
139	0	0	0
140	0	1151	1313
141	0	0	1857
142	0	1923	0
143	5879	0	0
144	957	2612	1137
145	854	2096	4242
146	0	2307	0
147	691	1137	0
148	0	0	2110
149	0	6971	0
150	1336	0	1054
151	1053	1507	528
152	721	135	650
153	1023	1645	5087
154	0	0	5831
155	5247	691	721
156	745	1560	4906
157	3392	1366	7296
158	1289	1304	10148
159	2307	2413	5540
160	2746	2874	4472
161	0	0	5002
162	909	1053	10031
163	998	841	3612
164	4009	6766	1006
165	6311	1345	5156
166	1022	2453	6832
167	2520	1931	4563
168	1275	721	2976
169	2187	0	6502
170	2451	6322	9509
171	6118	4554	10512
172	4027	0	4842
173	2434	3535	1516
174	2081	528	1774
175	1037	2556	2571
176	2917	3280	0
177	6242	5369	0
178	6887	3705	0
179	4392	3258	0
180	3631	1016	0
181	1031	8793	0
182	2415	2081	1319
183	2688	9094	0
184	3491	3102	1762
185	0	3484	0
186	0	7309	0
187	2055	10500	0
188	3994	8810	0
189	2667	4602	0
190	1212	2370	0
191	1416	1473	0
192	0	2301	0
193	0	4911	0
194	1933	0	0
195	5419	847	1630
196	1507	1248	403
197	3160	0	319
198	4132	0	0
199	1853	0	0
200	1085	3094	0
201	2436	0	0
202	0	0	0
203	725	0	0
204	3017	1863	0
205	6269	1010	0
206	0	1330	0
207	0	0	211
208	4922	0	0
209	3030	0	0
210	2281	0	0
211	0	0	528
212	2389	673	0
213	0	1319	0
214	0	0	0
215	1074	0	0
216	0	650	244
217	473	0	0
218	4146	0	0
219	2483	0	0
220	3928	319	0
221	0	2979	0
222	1489	0	0
223	1901	2010	0
224	1248	0	0
225	813	0	0
226	0	0	0
227	0	403	0
228	2175	2874	0
229	0	1423	0
230	4480	0	0
231	0	0	0
232	0	0	0
233	0	244	0
234	2440	1630	0
235	1774	0	0
236	3533	0	0
237	0	0	0
238	1434	0	0
239	0	887	0
240	0	0	0
241	650	0	0
242	1573	0	0
243	752	0	0
244	3626	211	0
245	0	0	0
246	563	0	0
247	1815	0	0
248	3342	528	0
249	0	0	0
250	2010	0	0
251	2979	0	0
252	0	0	0
253	2874	0	0
254	0	0	0
255	3049	0	0
