0	445	1327	10929
1	176	278	1560
2	130	232	1711
3	191	240	1895
4	182	184	1877
5	139	189	1801
6	154	208	1681
7	181	165	1593
8	155	182	1477
9	137	167	1488
10	163	173	1356
11	150	158	1322
12	140	167	1222
13	163	185	1147
14	141	220	1067
15	174	210	1017
16	127	212	1000
17	157	190	879
18	162	182	860
19	139	189	798
20	192	190	828
21	184	207	823
22	184	214	741
23	167	198	761
24	175	202	704
25	172	208	687
26	180	241	670
27	171	224	668
28	169	238	695
29	181	256	690
30	206	229	709
31	191	251	653
32	197	252	640
33	170	252	714
34	188	278	647
35	200	268	643
36	176	295	721
37	185	285	607
38	182	288	612
39	206	306	611
40	201	310	619
41	202	293	629
42	217	321	569
43	229	301	551
44	212	338	592
45	264	327	565
46	274	343	561
47	268	402	593
48	244	338	548
49	224	343	559
50	264	377	589
51	293	374	555
52	298	379	527
53	263	390	561
54	278	368	582
55	274	449	540
56	284	422	569
57	280	419	551
58	293	463	542
59	273	469	599
60	294	428	580
61	301	470	582
62	322	468	552
63	330	471	570
64	311	463	573
65	301	502	614
66	309	487	606
67	276	525	576
68	321	512	577
69	299	556	655
70	329	541	574
71	359	587	634
72	339	540	633
73	331	551	648
74	355	588	623
75	328	530	634
76	377	602	664
77	347	568	644
78	353	606	666
79	367	617	677
80	416	599	658
81	360	665	699
82	408	636	665
83	401	679	716
84	395	639	709
85	364	737	738
86	400	641	774
87	407	698	737
88	418	722	688
89	433	767	747
90	401	756	757
91	423	760	731
92	431	819	804
93	487	848	779
94	460	877	769
95	490	837	782
96	481	916	889
97	422	954	824
98	459	1003	862
99	495	989	851
100	461	1053	845
101	445	1062	859
102	501	1063	862
103	489	1070	814
104	494	1065	886
105	537	1146	876
106	519	1138	881
107	547	1166	892
108	540	1189	916
109	517	1192	901
110	482	1274	925
111	538	1236	938
112	559	1280	957
113	628	1206	949
114	588	1228	979
115	596	1234	955
116	616	1252	978
117	579	1321	967
118	609	1276	1006
119	641	1319	1100
120	656	1301	1093
121	699	1329	1044
122	758	1298	1015
123	755	1323	1109
124	832	1262	1039
125	807	1256	1111
126	776	1330	1062
127	791	1336	1108
128	816	1243	1125
129	807	1342	1097
130	931	1241	1110
131	906	1276	1180
132	824	1325	1202
133	871	1282	1202
134	844	1259	1253
135	902	1174	1266
136	914	1189	1319
137	911	1252	1272
138	915	1219	1269
139	899	1223	1344
140	1018	1233	1364
141	992	1212	1273
142	1037	1221	1431
143	1130	1257	1547
144	1192	1196	1577
145	1105	1273	1666
146	1281	1274	1798
147	1199	1297	1874
148	1283	1372	2065
149	1342	1331	2117
150	1475	1324	2099
151	1497	1324	2247
152	1428	1322	2514
153	1312	1340	2428
154	1480	1431	2643
155	1568	1481	2806
156	1744	1608	3118
157	1725	1622	3053
158	1805	1663	3098
159	1883	1680	3220
160	1836	1755	3241
161	1689	1772	3419
162	1693	1924	3632
163	1715	2014	3998
164	1785	1973	4371
165	2009	2097	4674
166	2055	2159	4902
167	2242	2211	4752
168	2215	2404	5511
169	2235	2383	6680
170	2001	2367	8130
171	2263	2405	8171
172	2825	2518	7159
173	2819	2707	4649
174	3236	2590	3295
175	3033	3030	2067
176	3183	3363	984
177	2655	3708	625
178	3625	3638	551
179	4227	3767	482
180	3493	3636	458
181	2668	3324	393
182	2123	3733	393
183	2615	4164	320
184	2537	4878	344
185	2391	5669	282
186	2336	6656	266
187	2621	8472	249
188	2079	6435	232
189	2129	4171	252
190	2217	2769	223
191	2236	1941	234
192	2315	1727	183
193	1767	2416	175
194	1854	2297	178
195	2275	2008	149
196	2229	1044	150
197	1919	862	127
198	2058	769	135
199	2264	775	134
200	1870	666	106
201	2162	688	86
202	2018	638	70
203	1726	656	70
204	1992	638	62
205	2295	687	53
206	2079	633	66
207	1759	640	46
208	1716	629	35
209	1733	651	36
210	1559	630	34
211	1480	599	45
212	1374	619	28
213	1384	576	22
214	1400	541	31
215	1408	581	24
216	1409	566	18
217	1352	621	15
218	1428	641	11
219	1373	576	11
220	1434	579	12
221	1421	553	11
222	1383	589	5
223	1284	570	7
224	1249	543	8
225	1198	547	6
226	1218	584	6
227	1134	544	5
228	1101	529	1
229	1089	536	5
230	1148	502	3
231	1071	468	1
232	1092	409	4
233	1122	393	1
234	1077	392	3
235	1093	322	0
236	1030	357	1
237	1121	327	1
238	1056	284	2
239	1025	263	2
240	1058	222	1
241	1098	216	1
242	1210	183	2
243	1145	144	2
244	1235	154	0
245	1155	110	0
246	1190	96	1
247	1227	94	0
248	1266	70	2
249	1229	75	0
250	1319	62	0
251	1317	52	1
252	1299	38	0
253	1198	36	0
254	1185	28	0
255	9370	55	1
