0	330	1171	10980
1	0	0	2620
2	0	0	1848
3	0	0	2020
4	0	0	1394
5	423	0	2227
6	0	0	0
7	0	0	561
8	0	0	707
9	0	0	872
10	268	0	1800
11	0	0	2430
12	0	0	453
13	0	0	2686
14	0	0	695
15	0	0	476
16	0	1142	871
17	1061	0	0
18	0	0	1142
19	0	0	0
20	669	0	906
21	0	0	2121
22	2122	268	0
23	560	1530	839
24	0	0	1008
25	0	695	428
26	0	0	686
27	0	0	1484
28	0	444	0
29	1107	3296	1596
30	0	0	403
31	0	0	1322
32	0	0	0
33	0	330	0
34	0	0	594
35	1142	0	602
36	0	0	0
37	0	0	2752
38	611	0	0
39	0	0	0
40	0	0	1548
41	0	0	1755
42	0	0	613
43	0	717	0
44	1174	217	496
45	0	0	1490
46	0	0	0
47	0	1122	1389
48	0	669	1174
49	233	1095	660
50	0	0	0
51	0	0	0
52	0	0	0
53	660	536	383
54	536	449	1084
55	0	0	315
56	0	0	1453
57	0	1548	947
58	0	0	764
59	392	0	580
60	0	311	0
61	0	764	1114
62	618	1332	268
63	0	1008	1021
64	0	889	0
65	0	1061	516
66	0	0	470
67	442	1043	1134
68	717	315	0
69	0	0	0
70	0	0	0
71	610	1287	0
72	0	1471	584
73	0	0	818
74	0	383	0
75	790	0	1057
76	2889	1537	625
77	0	938	0
78	0	598	1271
79	517	1162	311
80	465	1320	491
81	462	909	0
82	633	936	298
83	630	0	1146
84	0	584	972
85	0	0	0
86	1225	648	1273
87	695	470	0
88	0	517	916
89	590	0	0
90	888	0	2161
91	267	234	219
92	0	0	1069
93	1141	0	517
94	444	0	929
95	1998	1343	485
96	0	1084	1903
97	1098	0	731
98	0	1313	285
99	1043	1019	321
100	285	1146	0
101	383	0	0
102	0	3328	1109
103	0	537	0
104	0	1088	2630
105	1057	600	2234
106	0	991	1037
107	0	1951	2990
108	850	3130	2282
109	0	3049	1241
110	0	1084	698
111	0	0	0
112	480	1954	667
113	1189	2826	1061
114	1445	1481	1133
115	0	485	1719
116	709	1382	1252
117	892	532	287
118	0	1430	1306
119	2054	1675	1160
120	974	733	1113
121	0	2085	0
122	0	0	600
123	0	2608	814
124	3445	1904	1163
125	0	916	335
126	1338	480	2423
127	929	1240	0
128	0	984	0
129	933	1483	2199
130	743	2125	1267
131	1114	970	449
132	1839	657	406
133	740	633	1147
134	0	0	0
135	656	533	590
136	1885	1003	516
137	405	4138	734
138	0	1922	0
139	1269	0	911
140	0	0	3420
141	1358	1829	704
142	511	2510	2534
143	1747	661	395
144	1250	1288	1503
145	1240	1845	3387
146	1570	0	2727
147	2296	1342	854
148	916	389	2415
149	1929	1526	2553
150	810	1842	4134
151	1303	1605	2665
152	2312	3067	480
153	449	1239	576
154	533	1214	5042
155	3671	1615	4508
156	730	0	1510
157	1540	1877	4941
158	3522	2024	3210
159	1401	1505	4027
160	1146	2269	4387
161	389	1050	2136
162	119	2598	2771
163	2413	533	1367
164	1602	2254	5149
165	2012	2436	5515
166	1305	0	4979
167	3615	1031	3952
168	1327	3541	7179
169	1151	2374	10526
170	2972	766	7669
171	2001	2443	7292
172	3751	2783	10739
173	1218	4363	3322
174	1308	1484	2666
175	3069	4587	2887
176	5082	3981	1087
177	2314	3361	0
178	3896	2037	170
179	4290	4814	543
180	2291	1444	507
181	2681	4382	0
182	1883	2960	0
183	1909	5822	0
184	2418	5869	0
185	1929	6167	0
186	4377	9438	0
187	1141	7798	233
188	803	6157	0
189	1616	3304	0
190	2121	3601	0
191	3500	2037	0
192	3451	752	762
193	1624	1452	0
194	4419	3331	384
195	1892	5007	0
196	1326	0	523
197	1689	283	0
198	0	226	0
199	5268	1468	0
200	1750	0	0
201	679	1363	0
202	3899	0	0
203	1259	0	0
204	3689	1119	0
205	2162	1193	0
206	2165	0	262
207	449	562	0
208	3023	992	0
209	2343	889	0
210	4449	0	0
211	0	0	0
212	1271	1018	0
213	758	0	0
214	1815	0	0
215	1784	0	0
216	1546	945	0
217	2353	0	0
218	1342	0	0
219	369	3468	0
220	673	0	0
221	1533	0	0
222	952	0	0
223	0	262	0
224	0	0	0
225	686	986	0
226	1118	706	0
227	1624	1326	0
228	1721	1522	0
229	2930	1488	0
230	1906	0	0
231	1114	1478	0
232	748	0	0
233	2713	0	0
234	1333	768	0
235	379	0	0
236	4010	995	0
237	975	205	0
238	0	0	0
239	1585	0	0
240	796	0	0
241	0	0	0
242	0	0	0
243	424	0	0
244	1012	490	0
245	491	0	0
246	1557	0	0
247	580	0	0
248	380	0	0
249	590	0	0
250	874	0	0
251	523	0	0
252	552	0	0
253	3372	0	0
254	576	0	0
255	11842	0	0
